frame_id,t_mono_ms,video_frame,rgb_path,depth_path,has_depth,depth_rtt_ms,depth_age_ms,pad_id,pos_x_cm,pos_y_cm,pos_z_cm,yaw_deg,height_cm,vgx,vgy,vgz,pitch_deg,roll_deg,bat_pct,act_roll,act_pitch,act_throttle,act_yaw,ctrl_state,near_left,near_mid,near_right,wander_state,wander_event
118,13898,117,,depth/000118.npy,1,140.2,269.8,-1.0,-100.0,-100.0,-100.0,53.0,70.0,0.0,0.0,0.0,0.0,0.0,85.0,0,0,0,0,HOVER,0.2981,0.4197,0.3411,,
119,14014,118,,depth/000119.npy,1,140.9,215.9,-1.0,-100.0,-100.0,-100.0,53.0,70.0,0.0,0.0,0.0,0.0,0.0,85.0,0,0,0,0,HOVER,0.2981,0.4197,0.3372,,
120,14129,119,,depth/000120.npy,1,138.6,224.3,-1.0,-100.0,-100.0,-100.0,53.0,70.0,0.0,0.0,0.0,0.0,0.0,85.0,0,0,0,0,HOVER,0.2981,0.4236,0.3372,,
121,14244,120,,depth/000121.npy,1,137.7,189.2,-1.0,-100.0,-100.0,-100.0,53.0,70.0,0.0,0.0,0.0,0.0,0.0,85.0,0,0,0,0,HOVER,0.2942,0.4216,0.3411,,
122,14366,121,,depth/000121.npy,1,137.7,306.0,-1.0,-100.0,-100.0,-100.0,53.0,70.0,0.0,0.0,0.0,0.0,0.0,85.0,0,0,0,0,HOVER,0.2942,0.4216,0.3411,,
123,14484,122,,depth/000123.npy,1,139.7,259.3,-1.0,-100.0,-100.0,-100.0,53.0,70.0,0.0,0.0,0.0,0.0,0.0,85.0,0,0,0,0,HOVER,0.2903,0.4197,0.3293,,
124,14601,123,,depth/000124.npy,1,140.7,242.5,-1.0,-100.0,-100.0,-100.0,53.0,70.0,0.0,0.0,0.0,0.0,0.0,85.0,0,0,0,0,HOVER,0.2922,0.4236,0.3333,,
125,14717,124,,depth/000125.npy,1,138.9,226.6,-1.0,-100.0,-100.0,-100.0,53.0,70.0,0.0,0.0,0.0,0.0,0.0,85.0,0,0,0,0,HOVER,0.2903,0.4197,0.3372,,
126,14835,125,,depth/000126.npy,1,141.9,277.2,-1.0,-100.0,-100.0,-100.0,53.0,70.0,0.0,0.0,0.0,0.0,0.0,84.0,0,0,0,0,HOVER,0.2922,0.4236,0.3372,,
127,14949,126,,depth/000127.npy,1,137.1,222.6,-1.0,-100.0,-100.0,-100.0,53.0,70.0,0.0,0.0,0.0,0.0,0.0,84.0,0,0,0,0,HOVER,0.2942,0.4197,0.3452,,
128,15065,127,,depth/000127.npy,1,137.1,337.2,-1.0,-100.0,-100.0,-100.0,53.0,70.0,0.0,0.0,0.0,0.0,0.0,84.0,0,0,0,0,HOVER,0.2942,0.4197,0.3452,,
129,15180,128,,depth/000129.npy,1,139.5,282.8,-1.0,-100.0,-100.0,-100.0,53.0,70.0,0.0,0.0,0.0,0.0,0.0,84.0,0,0,0,0,HOVER,0.2903,0.4197,0.3411,,
130,15302,129,,depth/000130.npy,1,138.7,275.1,-1.0,-100.0,-100.0,-100.0,53.0,70.0,0.0,0.0,0.0,0.0,0.0,84.0,0,0,0,0,HOVER,0.2903,0.4197,0.3452,,
131,15404,130,,depth/000131.npy,1,146.3,201.1,-1.0,-100.0,-100.0,-100.0,53.0,70.0,0.0,0.0,0.0,0.0,0.0,84.0,0,0,0,0,HOVER,0.2903,0.4275,0.3452,,
132,15523,131,,depth/000131.npy,1,146.3,317.9,-1.0,-100.0,-100.0,-100.0,53.0,70.0,0.0,0.0,0.0,0.0,0.0,84.0,0,0,0,0,HOVER,0.2903,0.4275,0.3452,,
133,15640,132,,depth/000133.npy,1,162.2,322.4,-1.0,-100.0,-100.0,-100.0,53.0,70.0,0.0,0.0,0.0,0.0,0.0,84.0,0,0,0,0,HOVER,0.2942,0.4236,0.3491,,
134,15751,133,,depth/000134.npy,1,149.1,241.7,-1.0,-100.0,-100.0,-100.0,53.0,70.0,0.0,0.0,0.0,0.0,0.0,84.0,0,0,0,0,HOVER,0.2942,0.4236,0.3491,,
135,15857,134,,depth/000135.npy,1,158.8,231.3,-1.0,-100.0,-100.0,-100.0,53.0,70.0,0.0,0.0,0.0,0.0,0.0,84.0,0,0,40,0,MANUAL,0.2922,0.4236,0.3491,,
136,15984,135,,depth/000136.npy,1,148.2,194.3,-1.0,-100.0,-100.0,-100.0,53.0,70.0,0.0,0.0,0.0,0.0,0.0,84.0,0,0,40,0,MANUAL,0.2942,0.4236,0.3452,,
137,16093,136,,depth/000136.npy,1,148.2,306.6,-1.0,-100.0,-100.0,-100.0,53.0,70.0,0.0,0.0,0.0,0.0,0.0,84.0,0,0,40,0,MANUAL,0.2942,0.4236,0.3452,,
138,16225,137,,depth/000138.npy,1,155.4,264.8,-1.0,-100.0,-100.0,-100.0,53.0,80.0,0.0,0.0,1.0,0.0,0.0,84.0,0,0,0,0,HOVER,0.2942,0.4275,0.3452,,
139,16334,138,,depth/000139.npy,1,153.2,231.5,-1.0,-100.0,-100.0,-100.0,53.0,80.0,0.0,0.0,1.0,0.0,0.0,84.0,0,0,0,0,HOVER,0.2922,0.4314,0.3452,,
140,16442,139,,depth/000139.npy,1,153.2,340.5,-1.0,-100.0,-100.0,-100.0,53.0,80.0,0.0,0.0,1.0,0.0,0.0,84.0,0,0,0,0,HOVER,0.2922,0.4314,0.3452,,
141,16561,140,,depth/000141.npy,1,156.0,338.6,-1.0,-100.0,-100.0,-100.0,53.0,80.0,0.0,0.0,1.0,0.0,0.0,84.0,0,0,0,0,HOVER,0.2942,0.447,0.3452,,
142,16666,141,,depth/000142.npy,1,155.8,266.0,-1.0,-100.0,-100.0,-100.0,53.0,80.0,0.0,0.0,0.0,0.0,0.0,84.0,0,0,-40,0,MANUAL,0.2864,0.4509,0.353,,
143,16772,142,,depth/000143.npy,1,156.4,214.6,-1.0,-100.0,-100.0,-100.0,53.0,80.0,0.0,0.0,0.0,0.0,0.0,84.0,0,0,-40,0,MANUAL,0.2804,0.4548,0.3647,,
144,16891,143,,depth/000143.npy,1,156.4,332.0,-1.0,-100.0,-100.0,-100.0,53.0,80.0,0.0,0.0,0.0,0.0,0.0,83.0,0,0,-40,0,MANUAL,0.2804,0.4548,0.3647,,
145,17018,144,,depth/000145.npy,1,153.9,298.7,-1.0,-100.0,-100.0,-100.0,53.0,80.0,0.0,0.0,-1.0,0.0,0.0,83.0,0,0,0,0,HOVER,0.2725,0.4548,0.3647,,
146,17141,145,,depth/000146.npy,1,156.6,274.6,-1.0,-100.0,-100.0,-100.0,53.0,80.0,0.0,0.0,-1.0,0.0,0.0,83.0,0,0,0,0,HOVER,0.2705,0.4548,0.3647,,
147,17258,146,,depth/000147.npy,1,155.9,234.7,-1.0,-100.0,-100.0,-100.0,53.0,80.0,0.0,0.0,-1.0,0.0,0.0,83.0,0,0,0,0,HOVER,0.2765,0.4509,0.3647,,
148,17388,147,,depth/000147.npy,1,155.9,367.6,-1.0,-100.0,-100.0,-100.0,53.0,80.0,0.0,0.0,-1.0,0.0,0.0,83.0,0,0,0,0,HOVER,0.2765,0.4509,0.3647,,
149,17511,148,,depth/000149.npy,1,184.4,321.1,-1.0,-100.0,-100.0,-100.0,53.0,80.0,0.0,0.0,0.0,0.0,0.0,83.0,0,0,0,0,HOVER,0.2844,0.4392,0.3491,,
150,17622,149,,depth/000150.npy,1,151.0,259.0,-1.0,-100.0,-100.0,-100.0,53.0,80.0,0.0,0.0,0.0,0.0,0.0,83.0,0,0,-40,0,MANUAL,0.2883,0.4431,0.3491,,
151,17732,150,,depth/000151.npy,1,158.4,209.1,-1.0,-100.0,-100.0,-100.0,53.0,70.0,0.0,0.0,0.0,0.0,0.0,83.0,0,0,-40,0,MANUAL,0.2883,0.4333,0.3411,,
152,17843,151,,depth/000151.npy,1,158.4,319.5,-1.0,-100.0,-100.0,-100.0,53.0,70.0,0.0,0.0,0.0,0.0,0.0,83.0,0,0,-40,0,MANUAL,0.2883,0.4333,0.3411,,
153,17961,152,,depth/000153.npy,1,153.7,315.0,-1.0,-100.0,-100.0,-100.0,53.0,70.0,0.0,0.0,-1.0,0.0,0.0,83.0,0,0,0,0,HOVER,0.2903,0.4314,0.3411,,
154,18071,153,,depth/000154.npy,1,182.3,249.4,-1.0,-100.0,-100.0,-100.0,53.0,70.0,0.0,0.0,-1.0,0.0,-1.0,83.0,0,0,0,0,HOVER,0.2883,0.4275,0.3411,,
155,18180,154,,depth/000154.npy,1,182.3,353.6,-1.0,-100.0,-100.0,-100.0,53.0,70.0,0.0,0.0,-1.0,0.0,0.0,83.0,0,0,0,0,HOVER,0.2883,0.4275,0.3411,,
156,18297,155,,depth/000156.npy,1,156.4,300.2,-1.0,-100.0,-100.0,-100.0,53.0,70.0,0.0,0.0,-1.0,0.0,0.0,83.0,0,0,0,0,HOVER,0.2883,0.4314,0.3452,,
157,18422,156,,depth/000157.npy,1,153.6,264.4,-1.0,-100.0,-100.0,-100.0,53.0,70.0,0.0,0.0,0.0,0.0,0.0,83.0,0,0,0,0,HOVER,0.304,0.4236,0.3254,,
158,18539,157,,depth/000158.npy,1,150.4,213.5,-1.0,-100.0,-100.0,-100.0,53.0,70.0,0.0,0.0,0.0,0.0,0.0,83.0,0,0,0,0,HOVER,0.2961,0.4158,0.3293,,
159,18664,158,,depth/000159.npy,1,145.3,174.5,-1.0,-100.0,-100.0,-100.0,53.0,70.0,0.0,0.0,0.0,0.0,0.0,83.0,0,0,0,0,HOVER,0.3,0.4119,0.3293,,
160,18792,159,,depth/000159.npy,1,145.3,303.7,-1.0,-100.0,-100.0,-100.0,53.0,70.0,0.0,0.0,0.0,0.0,0.0,82.0,0,0,0,0,HOVER,0.3,0.4119,0.3293,,
161,18917,160,,depth/000161.npy,1,152.5,291.4,-1.0,-100.0,-100.0,-100.0,53.0,70.0,0.0,0.0,0.0,0.0,0.0,82.0,0,0,0,0,HOVER,0.2981,0.408,0.3293,,
162,19037,161,,depth/000162.npy,1,147.0,311.8,-1.0,-100.0,-100.0,-100.0,53.0,70.0,0.0,0.0,0.0,0.0,0.0,82.0,0,0,0,0,HOVER,0.2981,0.4138,0.3293,,
163,19155,162,,depth/000163.npy,1,147.0,261.0,-1.0,-100.0,-100.0,-100.0,53.0,70.0,0.0,0.0,0.0,0.0,0.0,82.0,0,0,0,0,HOVER,0.2942,0.408,0.3293,,
164,19277,163,,depth/000164.npy,1,142.9,256.9,-1.0,-100.0,-100.0,-100.0,53.0,70.0,0.0,0.0,0.0,0.0,0.0,82.0,0,0,0,0,HOVER,0.2942,0.4119,0.3293,,
165,19406,164,,depth/000165.npy,1,147.7,184.9,-1.0,-100.0,-100.0,-100.0,53.0,70.0,0.0,0.0,0.0,0.0,0.0,82.0,0,0,0,0,HOVER,0.2942,0.4119,0.3254,,
166,19534,165,,depth/000165.npy,1,147.7,310.9,-1.0,-100.0,-100.0,-100.0,53.0,70.0,0.0,0.0,0.0,0.0,0.0,82.0,0,7,0,0,WANDER_CRUISE,0.2942,0.4119,0.3254,WANDER_CRUISE,"SEG(7,4.3)"
167,19652,166,,depth/000167.npy,1,146.7,326.3,-1.0,-100.0,-100.0,-100.0,53.0,70.0,0.0,0.0,0.0,0.0,0.0,82.0,0,0,0,-40,WANDER_TURN,0.2942,0.4119,0.3293,WANDER_TURN,"TURN(L,75,obstacle)"
168,19759,167,,depth/000168.npy,1,154.8,271.6,-1.0,-100.0,-100.0,-100.0,53.0,70.0,0.0,0.0,0.0,0.0,0.0,82.0,0,0,0,-40,WANDER_TURN,0.2942,0.408,0.3254,WANDER_TURN,
169,19876,168,,depth/000169.npy,1,153.6,220.3,-1.0,-100.0,-100.0,-100.0,50.0,70.0,0.0,0.0,0.0,0.0,0.0,82.0,0,0,0,-40,WANDER_TURN,0.2942,0.408,0.3254,WANDER_TURN,
170,20002,169,,depth/000170.npy,1,145.9,242.2,-1.0,-100.0,-100.0,-100.0,48.0,70.0,0.0,0.0,0.0,0.0,0.0,82.0,0,0,0,-40,WANDER_TURN,0.2903,0.408,0.3293,WANDER_TURN,
171,20127,170,,depth/000170.npy,1,145.9,364.9,-1.0,-100.0,-100.0,-100.0,45.0,70.0,0.0,0.0,0.0,0.0,0.0,82.0,0,0,0,-40,WANDER_TURN,0.2903,0.408,0.3293,WANDER_TURN,
172,20247,171,,depth/000172.npy,1,146.1,255.5,-1.0,-100.0,-100.0,-100.0,42.0,70.0,0.0,0.0,0.0,0.0,0.0,82.0,0,0,0,-40,WANDER_TURN,0.2981,0.3765,0.3726,WANDER_TURN,
173,20360,172,,depth/000173.npy,1,149.5,265.3,-1.0,-100.0,-100.0,-100.0,40.0,70.0,0.0,0.0,0.0,0.0,0.0,82.0,0,0,0,-40,WANDER_TURN,0.302,0.3176,0.4255,WANDER_TURN,
174,20482,173,,depth/000174.npy,1,183.1,257.7,-1.0,-100.0,-100.0,-100.0,37.0,70.0,0.0,0.0,0.0,0.0,0.0,82.0,0,0,0,-40,WANDER_TURN,0.3293,0.302,0.4431,WANDER_TURN,
175,20610,174,,depth/000174.npy,1,183.1,384.5,-1.0,-100.0,-100.0,-100.0,31.0,70.0,0.0,0.0,0.0,0.0,0.0,82.0,0,0,0,-40,WANDER_TURN,0.3293,0.302,0.4431,WANDER_TURN,
176,20721,175,,depth/000176.npy,1,149.3,298.2,-1.0,-100.0,-100.0,-100.0,28.0,70.0,0.0,0.0,0.0,0.0,0.0,82.0,0,0,0,-40,WANDER_TURN,0.3333,0.2942,0.4548,WANDER_TURN,
177,20831,176,,depth/000177.npy,1,169.6,237.3,-1.0,-100.0,-100.0,-100.0,26.0,70.0,0.0,0.0,0.0,0.0,0.0,81.0,0,0,0,-40,WANDER_TURN,0.3137,0.2903,0.4119,WANDER_TURN,
178,20953,177,,depth/000177.npy,1,169.6,356.7,-1.0,-100.0,-100.0,-100.0,23.0,70.0,0.0,0.0,0.0,0.0,0.0,81.0,0,0,0,-40,WANDER_TURN,0.3137,0.2903,0.4119,WANDER_TURN,
179,21077,178,,depth/000179.npy,1,158.7,309.4,-1.0,-100.0,-100.0,-100.0,20.0,70.0,0.0,0.0,0.0,0.0,0.0,81.0,0,0,0,-40,WANDER_TURN,0.3215,0.2864,0.3098,WANDER_TURN,
180,21197,179,,depth/000180.npy,1,154.5,269.4,-1.0,-100.0,-100.0,-100.0,18.0,70.0,0.0,0.0,0.0,0.0,0.0,81.0,0,0,0,-40,WANDER_TURN,0.3491,0.2981,0.2981,WANDER_TURN,
181,21327,180,,depth/000181.npy,1,148.5,229.8,-1.0,-100.0,-100.0,-100.0,13.0,70.0,0.0,0.0,0.0,0.0,0.0,81.0,0,0,0,-40,WANDER_TURN,0.5527,0.3,0.2922,WANDER_TURN,
182,21444,181,,depth/000182.npy,1,147.6,212.7,-1.0,-100.0,-100.0,-100.0,11.0,70.0,0.0,0.0,0.0,0.0,0.0,81.0,0,0,0,-40,WANDER_TURN,0.5942,0.2942,0.2922,WANDER_TURN,
183,21563,182,,depth/000183.npy,1,148.4,181.1,-1.0,-100.0,-100.0,-100.0,6.0,70.0,0.0,0.0,0.0,0.0,0.0,81.0,0,0,0,-40,WANDER_TURN,0.5767,0.2627,0.2745,WANDER_TURN,
184,21686,183,,depth/000183.npy,1,148.4,308.0,-1.0,-100.0,-100.0,-100.0,4.0,70.0,0.0,0.0,0.0,0.0,0.0,81.0,0,0,0,-40,WANDER_TURN,0.5767,0.2627,0.2745,WANDER_TURN,
185,21804,184,,depth/000185.npy,1,144.4,301.7,-1.0,-100.0,-100.0,-100.0,1.0,70.0,0.0,0.0,0.0,0.0,0.0,81.0,0,0,0,-40,WANDER_TURN,0.5728,0.2471,0.2529,WANDER_TURN,
186,21915,185,,depth/000186.npy,1,152.1,301.1,-1.0,-100.0,-100.0,-100.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,81.0,0,0,0,-40,WANDER_TURN,0.5488,0.2627,0.2588,WANDER_TURN,
187,22035,186,,depth/000186.npy,1,152.1,389.2,-1.0,-100.0,-100.0,-100.0,-3.0,70.0,0.0,0.0,0.0,0.0,0.0,81.0,0,0,0,-40,WANDER_TURN,0.5488,0.2627,0.2588,WANDER_TURN,
188,22166,187,,depth/000188.npy,1,241.4,338.9,-1.0,-100.0,-100.0,-100.0,-6.0,70.0,0.0,0.0,0.0,-1.0,0.0,81.0,0,0,0,-40,WANDER_TURN,0.3472,0.3804,0.2588,WANDER_TURN,
189,22276,188,,depth/000189.npy,1,154.6,206.5,-1.0,-100.0,-100.0,-100.0,-11.0,70.0,0.0,0.0,0.0,0.0,0.0,81.0,0,0,0,-40,WANDER_TURN,0.3293,0.5137,0.2627,WANDER_TURN,
190,22380,189,,depth/000189.npy,1,154.6,310.4,-1.0,-100.0,-100.0,-100.0,-14.0,70.0,0.0,0.0,0.0,0.0,0.0,81.0,0,0,0,-40,WANDER_TURN,0.3293,0.5137,0.2627,WANDER_TURN,
191,22500,190,,depth/000191.npy,1,157.9,303.4,-1.0,-100.0,-100.0,-100.0,-17.0,70.0,0.0,0.0,0.0,0.0,0.0,81.0,0,0,0,0,WANDER_VERIFY,0.2903,0.5137,0.2588,WANDER_VERIFY,
192,22605,191,,depth/000192.npy,1,151.7,245.1,-1.0,-100.0,-100.0,-100.0,-20.0,70.0,0.0,0.0,0.0,0.0,0.0,81.0,0,0,0,0,WANDER_VERIFY,0.2744,0.4587,0.204,WANDER_VERIFY,
193,22730,192,,depth/000193.npy,1,155.2,231.7,-1.0,-100.0,-100.0,-100.0,-21.0,70.0,0.0,0.0,0.0,0.0,0.0,81.0,0,0,0,0,WANDER_VERIFY,0.2588,0.353,0.2549,WANDER_VERIFY,
194,22854,193,,depth/000193.npy,1,155.2,358.9,-1.0,-100.0,-100.0,-100.0,-21.0,70.0,0.0,0.0,0.0,0.0,0.0,80.0,0,0,0,0,WANDER_VERIFY,0.2588,0.353,0.2549,WANDER_VERIFY,
195,22983,194,,depth/000195.npy,1,147.7,385.0,-1.0,-100.0,-100.0,-100.0,-21.0,70.0,0.0,0.0,0.0,0.0,0.0,80.0,0,0,0,0,WANDER_VERIFY,0.251,0.2235,0.3843,WANDER_VERIFY,
196,23103,195,,depth/000196.npy,1,150.6,270.9,-1.0,-100.0,-100.0,-100.0,-22.0,70.0,0.0,0.0,0.0,0.0,0.0,80.0,0,0,0,0,WANDER_VERIFY,0.2196,0.2,0.4392,WANDER_VERIFY,
197,23218,196,,depth/000197.npy,1,154.2,288.0,-1.0,-100.0,-100.0,-100.0,-22.0,70.0,0.0,0.0,0.0,0.0,0.0,80.0,0,0,0,0,WANDER_VERIFY,0.2432,0.2354,0.4607,WANDER_VERIFY,
198,23334,197,,depth/000198.npy,1,153.1,247.3,-1.0,-100.0,-100.0,-100.0,-22.0,70.0,0.0,0.0,0.0,0.0,0.0,80.0,0,8,0,0,WANDER_CRUISE,0.251,0.2432,0.4902,WANDER_CRUISE,"SEG(8,6.4)"
199,23454,198,,depth/000198.npy,1,153.1,363.7,-1.0,-100.0,-100.0,-100.0,-22.0,70.0,0.0,0.0,0.0,0.0,0.0,80.0,0,8,0,0,WANDER_CRUISE,0.251,0.2432,0.4902,WANDER_CRUISE,
200,23576,199,,depth/000200.npy,1,155.4,315.2,-1.0,-100.0,-100.0,-100.0,-22.0,70.0,0.0,0.0,0.0,0.0,0.0,80.0,0,8,0,0,WANDER_CRUISE,0.2471,0.2354,0.4707,WANDER_CRUISE,
201,23690,200,,depth/000201.npy,1,152.3,262.8,-1.0,-100.0,-100.0,-100.0,-22.0,70.0,0.0,0.0,0.0,0.0,0.0,80.0,0,8,0,0,WANDER_CRUISE,0.2333,0.2313,0.4902,WANDER_CRUISE,
202,23798,201,,depth/000202.npy,1,152.5,209.6,-1.0,-100.0,-100.0,-100.0,-22.0,70.0,0.0,0.0,0.0,0.0,0.0,80.0,0,8,0,0,WANDER_CRUISE,0.2393,0.2412,0.4902,WANDER_CRUISE,
203,23919,202,,depth/000202.npy,1,152.5,328.6,-1.0,-100.0,-100.0,-100.0,-22.0,70.0,0.0,0.0,0.0,0.0,0.0,80.0,0,8,0,0,WANDER_CRUISE,0.2393,0.2412,0.4902,WANDER_CRUISE,
204,24029,203,,depth/000204.npy,1,158.4,293.6,-1.0,-100.0,-100.0,-100.0,-22.0,70.0,0.0,0.0,0.0,0.0,0.0,80.0,0,8,0,0,WANDER_CRUISE,0.2393,0.2471,0.502,WANDER_CRUISE,
205,24144,204,,depth/000205.npy,1,151.6,248.2,-1.0,-100.0,-100.0,-100.0,-22.0,70.0,0.0,0.0,0.0,0.0,0.0,80.0,0,8,0,0,WANDER_CRUISE,0.2393,0.2529,0.5059,WANDER_CRUISE,
206,24260,205,,depth/000206.npy,1,159.2,238.0,-1.0,-100.0,-100.0,-100.0,-22.0,70.0,0.0,0.0,0.0,0.0,0.0,80.0,0,8,0,0,WANDER_CRUISE,0.2393,0.251,0.5059,WANDER_CRUISE,
207,24378,206,,depth/000206.npy,1,159.2,348.3,-1.0,-100.0,-100.0,-100.0,-22.0,70.0,0.0,0.0,0.0,0.0,0.0,80.0,0,8,0,0,WANDER_CRUISE,0.2393,0.251,0.5059,WANDER_CRUISE,
208,24500,207,,depth/000208.npy,1,148.8,299.1,-1.0,-100.0,-100.0,-100.0,-22.0,70.0,0.0,0.0,0.0,0.0,0.0,80.0,0,8,0,0,WANDER_CRUISE,0.2588,0.2451,0.4746,WANDER_CRUISE,
209,24612,208,,depth/000209.npy,1,153.6,284.0,-1.0,-100.0,-100.0,-100.0,-22.0,70.0,0.0,0.0,0.0,0.0,0.0,80.0,0,8,0,0,WANDER_CRUISE,0.2471,0.2471,0.4863,WANDER_CRUISE,
210,24732,209,,depth/000210.npy,1,146.6,210.3,-1.0,-100.0,-100.0,-100.0,-22.0,70.0,0.0,0.0,0.0,0.0,0.0,80.0,0,8,0,0,WANDER_CRUISE,0.2313,0.2354,0.4863,WANDER_CRUISE,
211,24844,210,,depth/000210.npy,1,146.6,318.3,-1.0,-100.0,-100.0,-100.0,-22.0,70.0,0.0,0.0,0.0,0.0,0.0,79.0,0,8,0,0,WANDER_CRUISE,0.2313,0.2354,0.4863,WANDER_CRUISE,
212,24953,211,,depth/000212.npy,1,150.5,291.4,-1.0,-100.0,-100.0,-100.0,-22.0,70.0,0.0,0.0,0.0,0.0,0.0,79.0,0,8,0,0,WANDER_CRUISE,0.2393,0.2393,0.4902,WANDER_CRUISE,
213,25063,212,,depth/000213.npy,1,153.3,232.6,-1.0,-100.0,-100.0,-100.0,-22.0,70.0,0.0,0.0,0.0,0.0,0.0,79.0,0,8,0,0,WANDER_CRUISE,0.2157,0.2157,0.4746,WANDER_CRUISE,
214,25183,213,,depth/000214.npy,1,159.6,264.5,-1.0,-100.0,-100.0,-100.0,-22.0,70.0,0.0,0.0,0.0,0.0,0.0,79.0,0,8,0,0,WANDER_CRUISE,0.2235,0.2235,0.4922,WANDER_CRUISE,
215,25300,214,,depth/000214.npy,1,159.6,375.4,-1.0,-100.0,-100.0,-100.0,-22.0,70.0,0.0,0.0,0.0,0.0,0.0,79.0,0,8,0,0,WANDER_CRUISE,0.2235,0.2235,0.4922,WANDER_CRUISE,
216,25411,215,,depth/000216.npy,1,157.2,278.1,-1.0,-100.0,-100.0,-100.0,-22.0,70.0,0.0,0.0,0.0,0.0,0.0,79.0,0,8,0,0,WANDER_CRUISE,0.2274,0.2274,0.4941,WANDER_CRUISE,
217,25525,216,,depth/000217.npy,1,172.5,261.8,-1.0,-100.0,-100.0,-100.0,-22.0,70.0,0.0,0.0,0.0,0.0,0.0,79.0,0,8,0,0,WANDER_CRUISE,0.2235,0.2157,0.4824,WANDER_CRUISE,
218,25645,217,,depth/000218.npy,1,149.6,267.2,-1.0,-100.0,-100.0,-100.0,-22.0,70.0,0.0,0.0,0.0,0.0,0.0,79.0,0,8,0,0,WANDER_CRUISE,0.2274,0.2177,0.4902,WANDER_CRUISE,
219,25762,218,,depth/000218.npy,1,149.6,332.3,-1.0,-100.0,-100.0,-100.0,-22.0,70.0,0.0,0.0,0.0,0.0,0.0,79.0,0,8,0,0,WANDER_CRUISE,0.2274,0.2177,0.4902,WANDER_CRUISE,
220,25882,219,,depth/000220.npy,1,224.0,321.3,-1.0,-100.0,-100.0,-100.0,-22.0,70.0,0.0,0.0,0.0,0.0,0.0,79.0,0,8,0,0,WANDER_CRUISE,0.2235,0.2118,0.4824,WANDER_CRUISE,
221,25990,220,,depth/000220.npy,1,224.0,430.2,-1.0,-100.0,-100.0,-100.0,-22.0,70.0,0.0,0.0,0.0,0.0,0.0,79.0,0,8,0,0,WANDER_CRUISE,0.2235,0.2118,0.4824,WANDER_CRUISE,
222,26108,221,,depth/000222.npy,1,151.4,279.3,-1.0,-100.0,-100.0,-100.0,-22.0,70.0,0.0,0.0,0.0,0.0,0.0,79.0,0,8,0,0,WANDER_CRUISE,0.204,0.1843,0.4646,WANDER_CRUISE,
223,26220,222,,depth/000223.npy,1,133.5,289.1,-1.0,-100.0,-100.0,-100.0,-22.0,70.0,0.0,0.0,0.0,0.0,0.0,79.0,0,8,0,0,WANDER_CRUISE,0.2,0.1765,0.4686,WANDER_CRUISE,
224,26336,223,,depth/000224.npy,1,129.6,242.2,-1.0,-100.0,-100.0,-100.0,-22.0,70.0,0.0,0.0,0.0,0.0,0.0,79.0,0,8,0,0,WANDER_CRUISE,0.2177,0.1882,0.4707,WANDER_CRUISE,
225,26461,224,,depth/000225.npy,1,138.9,249.1,-1.0,-100.0,-100.0,-100.0,-22.0,70.0,0.0,0.0,0.0,0.0,0.0,79.0,0,8,0,0,WANDER_CRUISE,0.2,0.1843,0.4587,WANDER_CRUISE,
226,26585,225,,depth/000225.npy,1,138.9,365.9,-1.0,-100.0,-100.0,-100.0,-22.0,70.0,0.0,0.0,0.0,0.0,0.0,79.0,0,8,0,0,WANDER_CRUISE,0.2,0.1843,0.4587,WANDER_CRUISE,
227,26708,226,,depth/000227.npy,1,188.1,350.2,-1.0,-100.0,-100.0,-100.0,-22.0,70.0,0.0,0.0,0.0,0.0,0.0,79.0,0,8,0,0,WANDER_CRUISE,0.196,0.1804,0.4529,WANDER_CRUISE,
228,26834,227,,depth/000228.npy,1,153.4,273.3,-1.0,-100.0,-100.0,-100.0,-22.0,70.0,0.0,0.0,0.0,0.0,0.0,78.0,0,8,0,0,WANDER_CRUISE,0.2079,0.204,0.447,WANDER_CRUISE,
229,26958,228,,depth/000229.npy,1,117.0,228.0,-1.0,-100.0,-100.0,-100.0,-22.0,70.0,0.0,0.0,0.0,0.0,0.0,78.0,0,8,0,0,WANDER_CRUISE,0.2,0.1882,0.4392,WANDER_CRUISE,
230,27072,229,,depth/000230.npy,1,121.8,215.5,-1.0,-100.0,-100.0,-100.0,-22.0,70.0,0.0,0.0,0.0,0.0,0.0,78.0,0,8,0,0,WANDER_CRUISE,0.196,0.1843,0.4314,WANDER_CRUISE,
231,27189,230,,depth/000231.npy,1,122.8,261.0,-1.0,-100.0,-100.0,-100.0,-22.0,70.0,0.0,0.0,0.0,0.0,0.0,78.0,0,8,0,0,WANDER_CRUISE,0.196,0.1804,0.4255,WANDER_CRUISE,
232,27305,231,,depth/000232.npy,1,134.8,244.6,-1.0,-100.0,-100.0,-100.0,-22.0,70.0,0.0,0.0,0.0,0.0,0.0,78.0,0,8,0,0,WANDER_CRUISE,0.1921,0.1804,0.4431,WANDER_CRUISE,
233,27419,232,,depth/000233.npy,1,135.8,205.2,-1.0,-100.0,-100.0,-100.0,-22.0,70.0,0.0,0.0,0.0,0.0,0.0,78.0,0,8,0,0,WANDER_CRUISE,0.2393,0.2157,0.4236,WANDER_CRUISE,
